-1.000000000000000000e+00	0.000000000000000000e+00
-1.116668454357726770e+00	5.379220446975181008e-02
-1.086161591536024318e+00	1.356320149685114884e-01
-1.152164793904801421e+00	-4.910513782877762995e-02
-1.254787461709805374e+00	5.940352529608824983e-02
-1.212095016336314890e+00	4.640020247172325085e-01
-1.512834721771904478e+00	2.743792484942211840e-01
-6.638116819375863287e-01	1.304050984561535120e+00
-1.082154411307002739e+00	9.480304919051951718e-01
-5.064577052403206325e-01	7.424229425652459913e-01
-2.550514761775439856e-02	4.833876226678486265e-01
7.847311331617513874e-02	1.532100077811302807e-01
-2.384314303574133070e-02	3.923062425570799511e-02
7.475358209106136576e-01	-4.238324095944374093e-01
8.045675201779717289e-01	-2.650106445219658768e-01
9.433851768789848213e-01	-2.481968802366769089e-01
6.234770337516503114e-01	-2.100958741641459071e-01
9.227220486775535857e-01	3.321544964100753283e-01
1.147911062183044617e+00	-1.119660635168878149e-01
9.427718318128713859e-01	-1.549853792411885200e-01
7.911356556982779287e-01	1.435266286201145325e-01
1.024478505501167369e+00	-5.611133067317913142e-02
8.931772006974392220e-01	-2.266905071852923226e-01
7.632378936211514642e-01	-3.243813862005701654e-01
1.173840840119353413e+00	-3.055701307948454626e-01
9.936914988921231595e-01	1.185386570329756695e-01
1.009950306500206896e+00	-4.882064683591299525e-01
9.560622058683067026e-01	-3.388620509191172525e-01
1.110305983773237193e+00	5.497937483911120582e-01
1.010241810722422473e+00	4.222938264090865257e-01
1.085903767151139121e+00	1.979561986842195143e-01
8.985599885112960372e-01	-3.504558122390248609e-02
1.038032553726449425e+00	-3.086842869346929571e-02
9.215435112116958649e-01	-5.807205441550483682e-02
1.127790934234529807e+00	1.950688070326234147e-01
1.057310098687720856e+00	4.151703611356689638e-01
1.061473341310404495e+00	4.187530224628642772e-01
7.276688464965102021e-01	4.913150126871657641e-01
6.780471411338118148e-01	2.162033230064948006e-02
1.098609296190465656e+00	-5.364734600869032199e-01
8.075731644368031592e-01	-3.481026212031383404e-01
7.348735136177072524e-01	-2.378131355864248619e-01
1.176838229419414628e+00	-2.171513660006938254e-02
9.575779601025979915e-01	-6.364053759221320883e-01
1.010018140299258738e+00	-1.487568399402696140e-01
1.168521852690199259e+00	4.855780819964289896e-01
1.155097779685005932e+00	1.522519658901474449e-01
1.060548360865920969e+00	4.538821016830373312e-01
1.293026761986791229e+00	5.930055030786144377e-01
1.281561069868822011e+00	2.658630433397217094e-02
1.060043620645467088e+00	1.623349020689214273e-01
1.114691446210489323e+00	1.226673236392570449e-01
1.180467430620769642e+00	3.246137381430307944e-01
1.009659440274926601e+00	1.456443786024442799e-01
7.110587572481876784e-01	3.258263801761518974e-01
5.401121075589150333e-01	1.895719703939307832e-01
9.323851251772814486e-01	7.911770097425259440e-02
6.281365019948740303e-01	-2.100142254495409103e-02
4.926867271403219117e-01	1.156502263790483952e-02
1.060253173437971652e+00	1.725762931688849255e-01
8.671485192558839872e-01	3.857620308936824532e-02
8.886672771856606312e-01	6.603207016669097873e-02
6.624192917074190889e-01	5.170088642993809769e-01
6.215037576330582070e-01	-4.022382299645804044e-02
9.279782646003251756e-01	-8.508754391810102735e-02
1.473801269415277337e+00	3.603405605754089747e-02
1.266038548704298883e+00	3.318167893922340794e-01
1.021191055920022572e+00	-1.643434145102425081e-02
7.808323807850575671e-01	-3.632595342297492702e-01
9.745229513344650929e-01	1.183103733312391645e-02
